genus,CO2.Herbicide,Week,Status
Bromus,ambient.recom,4,1
Bromus,ambient.recom,4,1
Bromus,ambient.recom,4,1
Bromus,elevated.recom,4,0
Bromus,elevated.recom,4,0
Bromus,elevated.recom,4,1
Bromus,elevated.recom,4,1
Bromus,elevated.recom,4,1
Bromus,elevated.recom,4,1
Bromus,elevated.recom,4,1
Bromus,elevated.recom,4,1
Bromus,elevated.recom,4,1
Bromus,elevated.recom,4,1
Bromus,ambient.double,5,0
Bromus,ambient.double,5,0
Bromus,ambient.double,5,1
Bromus,ambient.double,5,1
Bromus,ambient.double,5,1
Bromus,ambient.double,5,1
Bromus,ambient.double,5,1
Bromus,ambient.double,5,1
Bromus,ambient.double,5,1
Bromus,ambient.double,5,1
Bromus,elevated.double,5,1
Bromus,elevated.double,5,1
Bromus,elevated.double,5,1
Bromus,elevated.double,5,1
Bromus,elevated.double,5,1
Bromus,elevated.double,5,1
Bromus,elevated.double,5,1
Bromus,elevated.double,5,1
Bromus,elevated.double,5,1
Bromus,elevated.double,5,1
Bromus,ambient.recom,5,0
Bromus,ambient.recom,5,0
Bromus,ambient.recom,5,0
Bromus,ambient.recom,5,0
Bromus,ambient.recom,5,1
Bromus,ambient.recom,5,1
Bromus,ambient.recom,5,1
Bromus,ambient.recom,5,1
Bromus,ambient.recom,5,1
Bromus,ambient.recom,5,1
Bromus,elevated.recom,5,0
Bromus,elevated.recom,5,0
Bromus,elevated.recom,5,1
Bromus,elevated.recom,5,1
Bromus,elevated.recom,5,1
Bromus,elevated.recom,5,1
Bromus,elevated.recom,5,1
Bromus,elevated.recom,5,1
Bromus,elevated.recom,5,1
Bromus,elevated.recom,5,1
